Column1;Column2
;
- Раньше, когда мой организм не был отравлен алкоголем, у меня, старик, была хорошая память… А теперь вот… кончено, брат! Все кончено для меня!всегда читал это стихотворение с большим успехом… гром аплодисментов! Ты… не знаешь, что такое аплодисменты… это, брат, как… водка!..Бывало, выйду, встану вот так… Встану… и… Ничего не помню… ни слова… не помню! Любимое стихотворение… плохо это, старик?- Да уж чего хорошего, коли любимое забыл? В любимом — вся душа…- Пропил я душу, старик… я, брат, погиб… А почему — погиб? Веры у меня не было… Кончен я…- Ну, чего? Ты… лечись! От пьянства нынче лечат, слышь! Бесплатно, браток, лечат… такая уж лечебница устроена для пьяниц… чтобы, значит, даром их лечить…Признали, видишь, что пьяница — тоже человек… и даже — рады, когда он лечиться желает! Ну-ка вот, валяй! Иди…- Куда? Где это?- А это… в одном городе… как его? Название у него эдакое… Да я тебе город назову!.. Ты только вот чего: ты пока готовься!Воздержись!.. возьми себя в руки и — терпи… А потом — вылечишься… и начнешь жить снова… хорошо, брат, снова-то! Ну, решай… в два приема…- Снова… сначала… Это — хорошо… Н-да… Снова? (Смеется.) Ну… да! Я могу?! Ведь могу, а?- А чего? Человек — все может… лишь бы захотел…- Ты — чудак! Прощай пока! Старичок… прощай…;Разговорный стиль
;
- А в самом деле, отойти бы тебе, парень, прочь с этого места…- Куда? Ну-ка, выговори…- Иди… в Сибирь!- Эге! Нет, уж я погожу, когда пошлют меня в Сибирь эту на казенный счет…- А ты слушай — иди-ка! Там ты себе можешь путь найти… Там таких — надобно!- Мой путь — обозначен мне! Родитель всю жизнь в тюрьмах сидел и мне тоже заказал… Я когда маленький был, так уж в ту пору меня звали вор, воров сын…- А хорошая сторона — Сибирь! Золотая сторона! Кто в силе да в разуме, тому там — как огурцу в парнике!- Старик! Зачем ты все врешь?- Ась?- Оглох! Зачем врешь, говорю?- Это в чем же вру-то я?- Во всем… Там у тебя хорошо, здесь хорошо… ведь — врешь! На что?- А ты мне — поверь, да поди сам погляди… Спасибо скажешь… Чего ты тут трешься? И… чего тебе правда больно нужна… подумай-ка! Она, правда-то, может, обух для тебя…- А мне все едино! Обух, так обух…- Да чудак! На что самому себя убивать?- И чего вы оба мелете? Не пойму… Какой тебе, Васька, правды надо? И зачем? Знаешь ты правду про себя… да и все ее знают…- Погоди, не каркай! Пусть он мне скажет… Слушай, старик: бог есть?;Разговорный стиль
;
- Что было — того нет… Я знаю — человек сам в себе не волен… Не любишь больше… ладно! Так тому и быть…- Ну, значит, и — шабаш! Разошлись смирно, без скандала… и хорошо!- Нет, погоди! Все-таки… когда я с тобой жила… я все дожидалась, что ты мне поможешь из омута этого выбраться… освободишь меня от мужа, от дяди… от всей этой жизни…И, может, я не тебя, Вася, любила, а… надежду мою, думу эту любила в тебе… Понимаешь? Ждала я, что вытащишь ты меня…- Ты — не гвоздь, я — не клещи… Я сам думал, что ты, как умная… ведь ты умная… ты — ловкая!- Вася! давай… поможем друг другу…- Как это?- Сестра… тебе нравится, я знаю…- За то ты и бьешь ее зверски! Смотри, Васка! Ее — не тронь…- Погоди! Не горячись! Можно все сделать тихо, по-хорошему… Хочешь — женись на ней? И я тебе еще денег дам… целковых… триста! Больше соберу — больше дам…- Постой… как это? За что?- Освободи меня… от мужа! Сними с меня петлю эту…- Вон что-о! Ого-го! Это — ты ловко придумала… мужа, значит, в гроб, любовника — на каторгу, а сама…- Вася! Зачем — каторга? Ты — не сам… через товарищей! Да если и сам, кто узнает? Наталья — подумай!Деньги будут… уедешь куда-нибудь… меня навек освободишь… и что сестры около меня не будет — это хорошо для нее.Видеть мне ее — трудно… злоблюсь я на нее за тебя… и сдержаться не могу… мучаю девку, бью ее… так — бью… что сама плачу от жалости к ней… А — бью. И — буду бить!;Разговорный стиль
;
- Катенька!- Да, мама?- Дочка, пожалуйста, прекрати разбрасывать по парку фантики! Смотри, как некрасиво – кругом зеленая травка, одуванчики, и тут твои бумажки валяются!- Ну, извини, мама…-Катя, разве я не учила тебя, что фантики нужно выбрасывать в урну?!- Да, конечно, но это невозможно!- Почему вдруг невозможно?- Мама, здесь нигде нет урн!- Катя, если урн нет, то нужно решить проблему другим способом.- Взять спички и сжечь мусор!- Катя, я серьезно. Например, сложить фантики в пакетик или свернуть и положить в карман.- А дома выбросить?- Можно и не дома, можно просто до ближайшей урны дойти и выбросить.- Мама, дай мне, пожалуйста, пакетик. Я сложу в него фантики.- Вот-вот, совсем другой разговор! Возьми, дочка.- Спасибо.- Не за что. И больше, пожалуйста, мусор не разбрасывай! Природу надо беречь.;Разговорный стиль
;
- Чучело! Нализался…- А-а, это ты? А — где старичок… милый старикашка? Здесь, по-видимому, — никого нет… Наташа, прощай! Прощай… да!- Не здоровался, а прощаешься…- Я — уезжаю, ухожу… Настанет весна — и меня больше нет…- Пусти-ка… куда это ты?- Искать город… лечиться… Ты — тоже уходи… Офелия… иди в монастырь… Понимаешь — есть лечебница для организмов… для пьяниц… Превосходная лечебница… Мрамор… мраморный пол!Свет… чистота, пища… всё — даром! И мраморный пол, да! Я ее найду, вылечусь и… снова буду… Я на пути к возрожденью… как сказал… король… Лир!Наташа… по сцене мое имя Сверчков-Заволжский… никто этого не знает, никто! Нет у меня здесь имени… Понимаешь ли ты, как это обидно — потерять имя? Даже собаки имеют клички…Без имени — нет человека…- Гляди… голубчик… померла ведь…- Не может быть…- Ей-богу… смотри…- Чего смотреть?- Анна-то… померла!- Кашлять перестала, значит. (Идет к постели Анны, смотрит, идет на свое место.) Надо Клещу сказать… это — его дело…- Я иду… скажу… потеряла имя!.. (Уходит.)- Вот и я… когда-нибудь так же… в подвале… забитая…- Чего? Ты чего бормочешь?- Так… про себя…- Ваську ждешь? Гляди — сломит тебе голову Васька…- А не все равно — кто сломит? Уж пускай лучше он…- Ну, твое дело…- Ведь вот… хорошо, что она умерла… а жалко… Господи!.. Зачем жил человек?- Все так: родятся, поживут, умирают. И я помру… и ты… Чего жалеть?;Разговорный стиль
;
- Я — сызмалетства — вор… все, всегда говорили мне: вор Васька, воров сын Васька! Ага? Так? Ну — нате! Вот — я вор!..Ты пойми: я, может быть, со зла вор-то… оттого я вор, что другим именем никто никогда не догадался назвать меня… Назови ты… Наташа, ну?- Не верю я как-то… никаким словам… И беспокойно мне сегодня… сердце щемит… будто жду я чего-то. Напрасно ты, Василий, разговор этот сегодня завел…- Когда же? Я не первый раз говорю…- И что же я с тобой пойду? Ведь… любить тебя… не очень я люблю… Иной раз — нравишься ты мне… а когда — глядеть на тебя тошно…Видно — не люблю я тебя… когда любят — плохого в любимом не видят… а я — вижу…- Полюбишь — не бойся! Я тебя приучу к себе… ты только согласись! Больше года я смотрел на тебя… вижу, ты девица строгая… хорошая… надежный человек… очень полюбил тебя!- Так. Меня — полюбил, а сестру мою…- Ну, что она? Мало ли… эдаких-то…- Ты… ничего, девушка! Хлеба нету, — лебеду едят… если хлебушка-то нету…- Ты… пожалей меня! Несладко живу… волчья жизнь — мало радует… Как в трясине тону… за что ни схватишься… все — гнилое… все — не держит…Сестра твоя… я думал, она… не то… Ежели бы она… не жадная до денег была — я бы ее ради… на все пошел!.. Лишь бы она — вся моя была…Ну, ей другого надо… ей — денег надо… и воли надо… а воля ей — чтобы развратничать. Она — помочь мне не может… А ты — как молодая елочка — и колешься, а сдержишь…- И я скажу — иди за него, девонька, иди! Он — парень ничего, хороший! Ты только почаще напоминай ему, что он хороший парень, чтобы он, значит, не забывал про это!Он тебе — поверит… Ты только поговаривай ему: «Вася, мол, ты — хороший человек… не забывай!» Ты подумай, милая, куда тебе идти окроме-то?Сестра у тебя — зверь злой… про мужа про ее — и сказать нечего: хуже всяких слов старик… и вся эта здешняя жизнь… Куда тебе идти? А парень — крепкий…;Разговорный стиль
;
- Покажите-ка мне, Ольга. Нет, право, недурно. Шесть рубинов и брильянтики. Посмотри же, Энрико.- Я в этом ничего не понимаю. Ну да, браслет как браслет. Это тот помещик подарил?- Конечно, он. Кому же еще?- Ты хочешь, чтобы я поздравил тебя? Поздравляю!- Ну вот, что опять за глупости. Человек, который похож на таракана... а ты даже к нему ревнуешь. Стыдно тебе!- Дети мои, не ссорьтесь. Успеете нассориться, когда будете мужем и женой.- Неизвестно еще, будем ли.- Сын мой, ты глуп.- Нет, милый Энрико, ты подумай только. Я, конечно, могла бы отказаться. Но зачем обижать человека без причины. Ведь он мне подарил это не как женщине, а как артистке.- Неправда. Он постоянно трется в уборной и за кулисами и щиплет фигуранток из кордебалета. Когда он говорит с тобой, у него гадкие глаза.И потом: какую чепуху он говорил тебе о твоих ножках и еще о чем-то! Противно было слушать... Merci, мама. Merci, милая мама... А ты слушала и улыбалась. Ты! Моя невеста!ембо. Энрико, ты глуп. И ты сам хорошо знаешь, что артисткам нельзя отказываться от подарков. Поди спроси хоть у директора.- Энрико, поди сюда. Поди, я тебе скажу два слова. (Тянет рукой.) Иди же!- Ну! В чем дело?- Сейчас они поцелуются, и конец. И прекрасно.- Милый мой Энрико, когда я думаю о твоей любви, мне всегда бывает так хорошо, так тепло! Я ночью проснусь, вспомню о тебе и засмеюсь от радости.;Разговорный стиль
;
"- Какая милая девочка! Но все-таки я скажу, что женский ум — это нечто такое, чего мужчина не может себе вообразить. Смотрите, сколько вы обе на- делали глупостей.Энрико смелый и ловкий мальчик. Это всякий скажет. Шести лет он начал работать без лонжи. Заметь, у него не было ни одного неудачного падения.- А когда он разрезал себе руку?- Это был пустяк. Так, царапина. Но я вот что хочу сказать. Конечно, Альказар — скверная лошадь, но зачем же об этом говорить мальчику перед выходом?Я уверен, что Альказар ему ничего не сделает, — лошади уважают людей смелых, — но зачем же волновать мальчика, когда он идет на манеж?- Не сердись.- Нет, нет, я не сержусь. Я вовсе не сержусь. Во-вторых: девочка вдруг говорит ему ""прощай"". Прощаются только перед смертью. Эмма. Я ведь не виновата, что ты не в духе.- Повторяю же, что я не сержусь. Ну, затем, в- третьих: мальчик идет на манеж, ты его возвращаешь, чтобы перекрестить. Конечно, это прекрасно и трогательно.Но ведь ты раньше этого не делала? И кроме того, есть такая примета: если воротить человека, идущего на дело, то это верный признак неудачи.- Суеверие.- Да, конечно, суеверие. Однако джеттатура, которую ты носишь, — тоже суеверие. Ну, чем поможет тебе эта коралловая ручка?- Позволь, я тебя застегну. (Помогает ему одеться.)- Merci... Ты говоришь: суеверие, суеверие, однако ты помнишь, как несчастный Бенедетти сказал утром: ""Я не вернусь"".- Да.- И сорвался с турника... А впрочем, довольно, старуха... Не нужно печальных мыслей. Ты знаешь, что я еще придумал для своего выхода?Понимаешь: выбегаю с дудочкой на манеж и кричу: ""Я плисол, я плисол, я плисол""...";Разговорный стиль
;
- Осторожнее, осторожнее в дверях... Господи, какой ужас. Как она его копытом! Заходите вперед. Тише около дверей... так, так... Опускайте на пол. Тихонько. Осторожно.Ах, бедняга, бедняга!- Энрико! Мой Энрико!- Пошлите за доктором. Здесь должен быть цирковый доктор. Я видел, как он ударился спиною о барьер. Ужас! Наверно, перелом позвоночника...Господа, наверно, в цирке есть же какой-нибудь доктор... Нет, это настоящее безобразие — выпускать таких лошадей... Это безобразие!- Идите, анонсируйте, что ничего опасного нет... Обморок.- Господа, прошу посторонних разойтись. Прошу вас, очистите уборную. Господин студент, будьте добры... Что-с? Извольте удалиться... Господа, ну что вам здесь нужно?..Вам что-с?- Я врач. Состою врачом при цирке.- Это наш доктор. Доктор, пожалуйте сюда.- Ах, виноват. Пожалуйста... Проходите... Такой несчастный случай... Господа, я вам сто раз говорю: очистите уборную. Осадите!- Не имеете права... Сам кричишь.- Михальчук, заметь этого!.. Последний раз, прошу честью, господа... Пожалуйте... пожалуйте...- Доктор! Ведь он жив? Скажите скорее... Ах, ведь это мой сын...- Тише, Эмма.- Тише, мадам. Не волнуйтесь заранее. Положение опасное, но он жив. Нет ли воды? А еще лучше нашатырного спирту или одеколону? Не отчаивайтесь, мадам.;Разговорный стиль
;
- Рембо, ваш выход. Прошу вас идти на манеж.- На манеж? Да что вы говорите!- Полно, Рембо. Будьте же мужчиной. Будьте добрым товарищем.- Вы с ума сошли. Оставьте меня. Поглядите на этих двух женщин. Из чего у вас сделано сердце?- Вы по контракту не имеете права отказываться... Я возьму неустойку...- Берите, что хотите. Отказываюсь. К черту вас вместе с вашим контрактом. Уйдите отсюда! Ну! Слышите? Сейчас уйдите!- Ольга!- Любовь моя!- Пустите меня! Энрико!- Рембо, послушайте.- Уйдите.- Ваш номер последний в отделении. Кроме вас, никто еще не одет. Понимаете ли вы меня? Сейчас публика начнет расходиться. Понимаете ли вы, что это значит?Они потребуют назад деньги... дурное впечатление... завтра газеты подхватят. Идите, Рембо!- У меня ведь сын умирает. Ах! Пустите мою руку. Пустите меня!- Рембо, я требую этого не от своего имени, а от всех товарищей. Вы давно служите. Вы знаете, что, если публика разойдется — будет скандал на весь город.А это значит — конец, зарез для цирка. Нас перестанут посещать.;Разговорный стиль
;
- Рембо, ради бога, идите, кроме вас, никого нет. Публика расходится.- Видите? Из-за вашего упрямства погибнет дело. Теперь середина сезона. Вы сделаете своих товарищей нищими. Поймите это.- Рембо, директор прав. Тебе надо идти на манеж.- Адвен, ты мой старый товарищ... Скажи честно, нет, только честно: ты бы пошел, если бы здесь лежал не мой бедный мальчик, а твоя Алиса?- Клянусь богом, я бы пошел.- И ты лжешь! О боже мой! Дорогой доктор! Дорогой доктор! Скажите... Скажите им что-нибудь! Вы подумайте только. Вот лежит мой Энрико, мой единственный мальчик. Вот он, разбитый, может быть, умирающий...А я должен идти, кувыркаться в опилках, разбивать себе нос о барьер...- В самом деле, неужели его нельзя никем заменить? Правда, помощи от него никакой...- Да скорее же, Рембо! Allez!- Рембо, будь же товарищем. Allez!- Ну вот, теперь вы видите, Рембо? Идите же. Allez!- О, дьяволы! Хорошо. Я иду. Я плисол!.. Я плисол!.. — Энрико, обожаемый мой мальчик! Доктор, спасите мне его. Вот я стал на колени. Дайте мне поцеловать вашу руку.Не хотите? Ну, извините, извините меня... Спасите его ради матери... Я всю жизнь...- Рембо!;Разговорный стиль
;
- Дуняша, кофе поскорей… Мамочка кофе просит.- Сию минуточку.- Ну, слава богу, приехали. Опять ты дома. (Ласкаясь.) Душечка моя приехала! Красавица приехала!- Натерпелась я.- Воображаю.- Выехала я на страстной неделе, тогда было холодно, Шарлотта всю дорогу говорит, представляет фокусы. И зачем ты навязала мне Шарлотту…- Нельзя же тебе одной ехать, душечка. В семнадцать лет!- Приезжаем в Париж, там холодно, снег. По-французски говорю я ужасно. Мама живет на пятом этаже, прихожу к ней, у нее какие-то французы, дамы, старый патер с книжкой, и накурено, неуютно.Мне вдруг стало жаль мамы, так жаль, я обняла ее голову, сжала руками и не могу выпустить. Мама потом все ласкалась, плакала…- Не говори, не говори…- Дачу свою около Ментоны она уже продала, у нее ничего не осталось, ничего. У меня тоже не осталось ни копейки, едва доехали. И мама не понимает!Сядем на вокзале обедать, и она требует самое дорогое и на чай лакеям дает по рублю. Шарлотта тоже. Яша тоже требует себе порцию, просто ужасно.Ведь у мамы лакей Яша, мы привезли его сюда…- Видела подлеца.- Ну что, как? Заплатили проценты?- Где там.- Боже мой, боже мой…- В августе будут продавать имение…- Боже мой…- Ме-е-е…- Вот так бы и дала ему…- Варя, он сделал предложение? Ведь он же тебя любит… Отчего вы не объяснитесь, чего вы ждете?;Разговорный стиль
;
- А без тебя тут няня умерла.- Да, царство небесное. Мне писали.- И Анастасий умер. Петрушка Косой от меня ушел и теперь в городе у пристава живет.- Дочка моя, Дашенька… вам кланяется…- Мне хочется сказать вам что-нибудь очень приятное, веселое. Сейчас уеду, некогда разговаривать… ну, да я в двух-трех словах.Вам уже известно, вишневый сад ваш продается за долги, на двадцать второе августа назначены торги, но вы не беспокойтесь, моя дорогая, спите себе спокойно, выход есть…Вот мой проект. Прошу внимания! Ваше имение находится только в двадцати верстах от города, возле прошла железная дорога, и если вишневый сад и землю по реке разбить на дачные участки и отдавать потом в аренду под дачи, то вы будете иметь самое малое двадцать пять тысяч в год дохода.- Извините, какая чепуха!- Я вас не совсем понимаю, Ермолай Алексеич.- Вы будете брать дачников самое малое по двадцать пять рублей в год за десятину, и если теперь же объявите, то, я ручаюсь чем угодно, у вас до осени не останется ни одного свободного клочка, все разберут.Одним словом, поздравляю, вы спасены. Местоположение чудесное, река глубокая.Только, конечно, нужно поубрать, почистить… например, скажем, снести все старые постройки, вот этот дом, который уже никуда не годится, вырубить старый вишневый сад…- Вырубить? Милый мой, простите, вы ничего не понимаете. Если во всей губернии есть что-нибудь интересное, даже замечательное, так это только наш вишневый сад.- Замечательного в этом саду только то, что он очень большой. Вишня родится раз в два года, да и ту девать некуда, никто не покупает.;Разговорный стиль
;
"- Что же ты не спишь, Аня?- Не спится. Не могу.- Крошка моя. Дитя мое… Ты не племянница, ты мой ангел, ты для меня все. Верь мне, верь…- Я верю тебе, дядя. Тебя все любят, уважают… но, милый дядя, тебе надо молчать, только молчать. Что ты говорил только что про мою маму, про свою сестру?Для чего ты это говорил?- Да, да… В самом деле, это ужасно! Боже мой! Боже, спаси меня! И сегодня я речь говорил перед шкафом… как глупо! И только когда кончил, понял, что глупо.- Правда, дядечка, вам надо бы молчать. Молчите себе, и все.- Если будешь молчать, то тебе же самому будет покойнее.- Молчу. Молчу. Только вот о деле. В четверг я был в окружном суде, ну, сошлась компания, начался разговор о том, сем, пятое-десятое, и, кажется, вот можно будет устроить заем под векселя, чтобы заплатить проценты в банк.- Если бы господь помог!- Во вторник поеду, еще раз поговорю. Не реви. Твоя мама поговорит с Лопахиным; он, конечно, ей не откажет… А ты, как отдохнешь, поедешь в Ярославль к графине, твоей бабушке.Вот так и будем действовать с трех концов — и дело наше в шляпе. Проценты мы заплатим, я убежден… (Кладет в рот леденец.) Честью моей, чем хочешь, клянусь, имение не будет продано!Счастьем моим клянусь! Вот тебе моя рука, назови меня тогда дрянным, бесчестным человеком, если я допущу до аукциона! Всем существом моим клянусь!";Разговорный стиль
;
- Папа, можно тебя на минутку?- Да, Виточка, что?- Папа, объясни мне, пожалуйста, одну вещь. Летние каникулы – они ведь для отдыха? Они же для того, чтоб дети отдыхали?- Ну да, конечно. Летние каникулы предназначены для отдыха школьников.- Тогда почему нас заставляют учиться на каникулах?- Вита, что это значит - заставляют учиться?- Почему нам задают читать книги на каникулах? Посмотри, целый список!- Ну, и что тут такого? Нам тоже в школе задавали читать книги на каникулах.- Тут в списке целых десять произведений!- Вита, вам их задали для того, чтобы во время учебного года вам было легче учиться.- Чтобы мы устали еще летом, что ли?- Зачем так грубо? Например, в октябре вы проходите какое-то произведение по литературе. А ты уже прочитала его летом! И уже знаешь, о чем оно, кто главные герои.- Ах, папа! Ведь летом так хочется отдыхать! Я прочла две книжки, и больше не могу! Не могу, и все!- Вита, потом тебе будет труднее, останется меньше времени читать. Смотри сама. Чтобы ты потом по литературе плохих оценок не получала!-Ну, я уж постараюсь! А читать все равно летом не буду! Я сейчас ничего не запомню. Я на пляж хочу!- Эх, Вита, Вита…;Разговорный стиль
;
- Я полнокровный, со мной уже два раза удар был, танцевать трудно, но, как говорится, попал в стаю, лай не лай, а хвостом виляй. Здоровье-то у меня лошадиное.Мой покойный родитель, шутник, царство небесное, насчет нашего происхождения говорил так, будто древний род наш Симеоновых-Пищиков происходит будто бы от той самой лошади, которую Калигула посадил в сенате… Но вот беда: денег нет!Голодная собака верует только в мясо… Так и я… могу только про деньги…- А у вас в фигуре в самом деле есть что-то лошадиное.- Что ж… лошадь хороший зверь… лошадь продать можно…- Мадам Лопахина! Мадам Лопахина!..- Облезлый барин!- Да, я облезлый барин и горжусь этим!- Вот наняли музыкантов, а чем платить?- Если бы энергия, которую вы в течение всей вашей жизни затратили на поиски денег для уплаты процентов, пошла у вас на что-нибудь другое, то, вероятно, в конце концов вы могли бы перевернуть землю.- Ницше… философ… величайший, знаменитейший… громадного ума человек, говорит в своих сочинениях, будто фальшивые бумажки делать можно.- А вы читали Ницше?- Ну… Мне Дашенька говорила. А я теперь в таком положении, что хоть фальшивые бумажки делай… Послезавтра триста десять рублей платить… Сто тридцать уже достал…Деньги пропали! Потерял деньги! Где деньги? Вот они, за подкладкой… Даже в пот ударило…;Разговорный стиль
;
- Не дразните ее, Петя, вы видите, она и без того в горе.- Уж очень она усердная, не в свое дело суется. Все лето не давала покоя ни мне, ни Ане боялась, как бы у нас романа не вышло. Какое ей дело?И к тому же я вида не подавал, я так далек от пошлости. Мы выше любви!- А я вот, должно быть, ниже любви. Отчего нет Леонида? Только бы знать: продано имение или нет?Несчастье представляется мне до такой степени невероятным, что даже как-то не знаю, что думать, теряюсь… Я могу сейчас крикнуть… могу глупость сделать. Спасите меня, Петя.Говорите же что-нибудь, говорите…- Продано ли сегодня имение или не продано — не все ли равно? С ним давно уже покончено, нет поворота назад, заросла дорожка. Успокойтесь, дорогая.Не надо обманывать себя, надо хоть раз в жизни взглянуть правде прямо в глаза.- Какой правде? Вы видите, где правда и где неправда, а я точно потеряла зрение, ничего не вижу. Вы смело решаете все важные вопросы, но скажите, голубчик, не потому ли это, что вы молоды, что вы не успели перестрадать ни одного вашего вопроса?Вы смело смотрите вперед, и не потому ли, что не видите и не ждете ничего страшного, так как жизнь еще скрыта от ваших молодых глаз? Вы смелее, честнее, глубже нас, но вдумайтесь, будьте великодушны хоть на кончике пальца, пощадите меня.Ведь я родилась здесь, здесь жили мои отец и мать, мой дед, я люблю этот дом, без вишневого сада я не понимаю своей жизни, и если уж так нужно продавать, то продавайте и меня вместе с садом…Ведь мой сын утонул здесь… Пожалейте меня, хороший, добрый человек.- Вы знаете, я сочувствую всей душой.;Разговорный стиль
;
- Сейчас уедем, и вы опять приметесь за свой полезный труд.- Выпей-ка стаканчик.- Не стану.- Значит, в Москву теперь?- Да, провожу их в город, а завтра в Москву.- Да… Что ж, профессора не читают лекций, небось все ждут, когда приедешь!- Не твое дело.- Сколько лет, как ты в университете учишься?- Придумай что-нибудь поновее. Это старо и плоско. Знаешь, мы, пожалуй, не увидимся больше, так вот позволь мне дать тебе на прощанье один совет: не размахивай руками!Отвыкни от этой привычки — размахивать. И тоже вот строить дачи, рассчитывать, что из дачников со временем выйдут отдельные хозяева, рассчитывать так — это тоже значит размахивать…Как-никак, все-таки я тебя люблю. У тебя тонкие, нежные пальцы, как у артиста, у тебя тонкая, нежная душа…- Прощай, голубчик. Спасибо за все. Ежели нужно, возьми у меня денег на дорогу.- Для чего мне? Не нужно.- Ведь у вас нет!- Есть. Благодарю вас. Я за перевод получил. Вот они тут, в кармане. А калош моих нет!- Возьмите вашу гадость!- Что же вы сердитесь, Варя? Гм… Да это не мои калоши!- Я весной посеял маку тысячу десятин и теперь заработал сорок тысяч чистого. А когда мой мак цвел, что это была за картина!Так вот я, говорю, заработал сорок тысяч и, значит, предлагаю тебе взаймы, потому что могу. Зачем же нос драть? Я мужик… попросту.- Твой отец был мужик, мой — аптекарь, и из этого не следует решительно ничего.;Разговорный стиль
;
"- Что ж я не вижу моей невесты? Где она? Ввечеру быть уже сговору, так не пора ли ей сказать, что выдают её замуж?- Успеем, братец. Если ей это сказать прежде времени, то она может еще подумать, что мы ей докладываемся.Хотя по муже, однако я ей свойственница; а я люблю, чтоб и чужие меня слушали.- Правду сказать, мы поступили с Софьюшкой, как с сущею сироткой. После отца осталась они младенцем.Тому с полгода, как ее матушке, а моей сватьюшке, сделался удар…- С нами сила крестная.- От которого она и на тот свет пошла. Дядюшка ее, господин Стародум, поехал в Сибирь; а как несколько уже лет не было о нем ни слуху, ни вести, то мы и считаем его покойником.Мы, видя, что она осталась одна, взяли ее в нашу деревеньку и надзираем над ее имением, как над своим.- Что, что ты сегодня так разоврался, мой батюшка? Ища братец может подумать, что мы для интересу ее к себе взяли.- Ну как, матушка, ему это подумать? Ведь Софьюшкино недвижимое имение нам к себе придвинуть не можно.- А движимое хотя и выдвинуто, я не челобитчик. Хлопотать я не люблю, да и боюсь.Сколько меня соседи ни обижали, сколько убытку ни делали, я ни на кого не бил челом, а всякий убыток, чем за ним ходить, сдеру с своих же крестьян, так и концы в воду.- То правда, братец: весь околоток говорит, что ты мастерски оброк собираешь.- Хотя бы ты нас поучил, братец батюшка; а мы никак не умеем. С тех пор как все, что у крестьян ни было, мы отобрали, ничего уже содрать не можем. Такая беда!- Изволь, сестрица, поучу вас, поучу, лишь жените меня на Софьюшке.- Неужели тебе эта девчонка так понравилась?";Разговорный стиль
